TIME                LATITUDE       LONGITUDE      DEPTH_PRESSURE      TEMP           
27660.6553          11.4810        86.5650        1412.8000           4.8180         
27660.6553          11.4810        86.5650        1438.0000           4.7080         
27660.6553          11.4810        86.5650        1462.9000           4.5890         
27660.6553          11.4810        86.5650        1488.0000           4.4810         
27660.6553          11.4810        86.5650        1512.6000           4.3610         
27660.6553          11.4810        86.5650        1537.2000           4.2640         
27660.6553          11.4810        86.5650        1564.0000           4.1700         
27660.6553          11.4810        86.5650        1588.0000           4.0830         
27660.6553          11.4810        86.5650        1612.9000           3.9970         
27660.6553          11.4810        86.5650        1638.0000           3.9110         
27660.6553          11.4810        86.5650        1663.2000           3.8240         
27660.6553          11.4810        86.5650        1687.7000           3.7190         
27660.6553          11.4810        86.5650        1712.9000           3.6280         
27660.6553          11.4810        86.5650        1738.3000           3.5350         
27660.6553          11.4810        86.5650        1762.9000           3.4310         
27660.6553          11.4810        86.5650        1787.4000           3.3450         
27660.6553          11.4810        86.5650        1812.4000           3.2460         
27660.6553          11.4810        86.5650        1837.6000           3.1560         
27660.6553          11.4810        86.5650        1863.1000           3.0870         
27660.6553          11.4810        86.5650        1888.5000           3.0290         
27660.6553          11.4810        86.5650        1912.5000           2.9610         
27660.6553          11.4810        86.5650        1937.5000           2.9110         
27660.6553          11.4810        86.5650        1962.7000           2.8570         
27660.6553          11.4810        86.5650        1975.8000           2.8330         
27660.5731          -15.6541       89.8800        0.2000              26.5120        
27660.5731          -15.6541       89.8800        1.3000              26.5160        
27660.5731          -15.6541       89.8800        3.6000              26.5170        
27660.5731          -15.6541       89.8800        5.2000              26.5160        
27660.5731          -15.6541       89.8800        6.0000              26.5180        
27660.5731          -15.6541       89.8800        7.7000              26.5200        
27660.5731          -15.6541       89.8800        9.3000              26.5210        
27660.5731          -15.6541       89.8800        11.1000             26.5190        
27660.5731          -15.6541       89.8800        13.4000             26.5190        
27660.5731          -15.6541       89.8800        15.8000             26.5200        
27660.5731          -15.6541       89.8800        17.7000             26.5250        
27660.5731          -15.6541       89.8800        19.2000             26.5260        
27660.5731          -15.6541       89.8800        21.2000             26.5270        
27660.5731          -15.6541       89.8800        23.2000             26.5280        
27660.5731          -15.6541       89.8800        25.1000             26.5280        
27660.5731          -15.6541       89.8800        27.6000             26.5290        
27660.5731          -15.6541       89.8800        29.6000             26.5290        
27660.5731          -15.6541       89.8800        31.5000             26.5300        
27660.5731          -15.6541       89.8800        33.5000             26.5310        
27660.5731          -15.6541       89.8800        35.4000             26.5310        
27660.5731          -15.6541       89.8800        37.3000             26.5310        
27660.5731          -15.6541       89.8800        39.1000             26.5300        
27660.5731          -15.6541       89.8800        41.6000             26.5320        
27660.5731          -15.6541       89.8800        43.5000             26.5330        
27660.5731          -15.6541       89.8800        45.2000             26.5330        
27660.5731          -15.6541       89.8800        47.8000             26.5300        
27660.5731          -15.6541       89.8800        49.6000             26.5310        
27660.5731          -15.6541       89.8800        51.3000             26.5320        
27660.5731          -15.6541       89.8800        53.6000             26.5290        
27660.5731          -15.6541       89.8800        55.8000             26.5160        
27660.5731          -15.6541       89.8800        57.9000             26.4980        
27660.5731          -15.6541       89.8800        59.6000             26.4880        
27660.5731          -15.6541       89.8800        61.6000             26.4360        
27660.5731          -15.6541       89.8800        63.4000             26.3740        
27660.5731          -15.6541       89.8800        65.2000             26.2710        
27660.5731          -15.6541       89.8800        67.4000             26.0620        
27660.5731          -15.6541       89.8800        69.6000             25.6460        
27660.5731          -15.6541       89.8800        71.3000             24.7650        
27660.5731          -15.6541       89.8800        73.3000             23.0520        
27660.5731          -15.6541       89.8800        75.3000             22.0820        
27660.5731          -15.6541       89.8800        77.4000             21.9220        
27660.5731          -15.6541       89.8800        79.2000             21.7880        
27660.5731          -15.6541       89.8800        81.3000             21.4560        
27660.5731          -15.6541       89.8800        83.4000             21.2850        
27660.5731          -15.6541       89.8800        85.4000             21.0750        
27660.5731          -15.6541       89.8800        87.4000             21.0040        
27660.5731          -15.6541       89.8800        89.5000             20.9580        
27660.5731          -15.6541       89.8800        91.2000             20.8810        
27660.5731          -15.6541       89.8800        93.3000             20.8720        
27660.5731          -15.6541       89.8800        95.6000             20.8380        
27660.5731          -15.6541       89.8800        97.7000             20.6850        
27660.5731          -15.6541       89.8800        99.4000             20.4290        
27660.5731          -15.6541       89.8800        101.2000            20.3180        
27660.5731          -15.6541       89.8800        103.0000            20.2430        
27660.5731          -15.6541       89.8800        105.4000            20.1870        
27660.5731          -15.6541       89.8800        107.8000            20.0870        
27660.5731          -15.6541       89.8800        109.9000            19.8690        
27660.5731          -15.6541       89.8800        111.5000            19.6260        
27660.5731          -15.6541       89.8800        113.1000            19.5230        
27660.5731          -15.6541       89.8800        115.2000            19.4580        
27660.5731          -15.6541       89.8800        117.3000            19.4530        
27660.5731          -15.6541       89.8800        119.4000            19.4530        
27660.5731          -15.6541       89.8800        121.5000            19.4150        
27660.5731          -15.6541       89.8800        123.6000            19.4170        
27660.5731          -15.6541       89.8800        125.6000            19.3020        
27660.5731          -15.6541       89.8800        127.7000            19.1420        
27660.5731          -15.6541       89.8800        129.7000            19.0880        
27660.5731          -15.6541       89.8800        131.7000            18.9430        
27660.5731          -15.6541       89.8800        133.6000            18.8050        
27660.5731          -15.6541       89.8800        135.6000            18.5250        
27660.5731          -15.6541       89.8800        137.6000            18.4370        
27660.5731          -15.6541       89.8800        139.7000            18.2010        
27660.5731          -15.6541       89.8800        141.7000            18.1610        
27660.5731          -15.6541       89.8800        143.5000            18.0840        
27660.5731          -15.6541       89.8800        145.3000            17.8480        
27660.5731          -15.6541       89.8800        147.3000            17.7590        
27660.5731          -15.6541       89.8800        149.2000            17.7770        
27660.5731          -15.6541       89.8800        151.5000            17.7010        
27660.5731          -15.6541       89.8800        153.7000            17.4690        
27660.5731          -15.6541       89.8800        155.5000            17.4420        
27660.5731          -15.6541       89.8800        157.3000            17.3980        
27660.5731          -15.6541       89.8800        159.2000            17.3630        
27660.5731          -15.6541       89.8800        161.1000            17.3580        
27660.5731          -15.6541       89.8800        163.1000            17.3920        
27660.5731          -15.6541       89.8800        165.1000            17.4000        
27660.5731          -15.6541       89.8800        167.0000            17.4880        
27660.5731          -15.6541       89.8800        169.0000            17.5320        
27660.5731          -15.6541       89.8800        171.0000            17.4790        
27660.5731          -15.6541       89.8800        173.0000            17.2770        
27660.5731          -15.6541       89.8800        175.1000            17.0480        
27660.5731          -15.6541       89.8800        177.1000            17.0040        
27660.5731          -15.6541       89.8800        179.3000            16.9980        
27660.5731          -15.6541       89.8800        181.4000            17.0010        
27660.5731          -15.6541       89.8800        183.5000            16.9300        
27660.5731          -15.6541       89.8800        185.5000            16.8380        
27660.5731          -15.6541       89.8800        187.6000            16.6140        
27660.5731          -15.6541       89.8800        189.8000            16.4170        
27660.5731          -15.6541       89.8800        191.5000            16.3410        
27660.5731          -15.6541       89.8800        193.1000            16.3290        
27660.5731          -15.6541       89.8800        195.3000            16.3020        
27660.5731          -15.6541       89.8800        197.6000            16.2800        
27660.5731          -15.6541       89.8800        199.7000            16.1920        
27660.5731          -15.6541       89.8800        201.9000            16.1560        
27660.5731          -15.6541       89.8800        203.5000            16.1510        
27660.5731          -15.6541       89.8800        205.0000            16.0340        
27660.5731          -15.6541       89.8800        207.1000            15.6670        
27660.5731          -15.6541       89.8800        209.2000            15.3220        
27660.5731          -15.6541       89.8800        211.3000            14.9840        
27660.5731          -15.6541       89.8800        213.3000            14.8460        
27660.5731          -15.6541       89.8800        215.3000            14.6720        
27660.5731          -15.6541       89.8800        217.3000            14.4270        
27660.5731          -15.6541       89.8800        219.3000            14.2760        
27660.5731          -15.6541       89.8800        221.3000            14.1580        
27660.5731          -15.6541       89.8800        223.4000            14.1000        
27660.5731          -15.6541       89.8800        225.4000            14.0170        
27660.5731          -15.6541       89.8800        227.5000            13.8170        
27660.5731          -15.6541       89.8800        229.7000            13.6970        
27660.5731          -15.6541       89.8800        231.4000            13.6380        
27660.5731          -15.6541       89.8800        233.5000            13.5220        
27660.5731          -15.6541       89.8800        235.6000            13.3680        
27660.5731          -15.6541       89.8800        237.3000            13.3020        
27660.5731          -15.6541       89.8800        239.4000            13.1050        
27660.5731          -15.6541       89.8800        241.6000            13.0380        
27660.5731          -15.6541       89.8800        243.4000            12.9660        
27660.5731          -15.6541       89.8800        245.1000            12.8760        
27660.5731          -15.6541       89.8800        247.4000            12.8420        
27660.5731          -15.6541       89.8800        249.5000            12.7990        
27660.5731          -15.6541       89.8800        251.3000            12.7900        
27660.5731          -15.6541       89.8800        253.1000            12.7750        
27660.5731          -15.6541       89.8800        255.3000            12.7390        
27660.5731          -15.6541       89.8800        257.3000            12.6330        
27660.5731          -15.6541       89.8800        259.4000            12.4750        
27660.5731          -15.6541       89.8800        261.5000            12.3800        
27660.5731          -15.6541       89.8800        263.2000            12.3250        
27660.5731          -15.6541       89.8800        265.4000            12.3270        
27660.5731          -15.6541       89.8800        267.6000            12.2900        
27660.5731          -15.6541       89.8800        269.5000            12.2760        
27660.5731          -15.6541       89.8800        271.3000            12.2560        
27660.5731          -15.6541       89.8800        273.3000            12.2300        
27660.5731          -15.6541       89.8800        275.2000            12.2190        
27660.5731          -15.6541       89.8800        277.0000            12.1720        
27660.5731          -15.6541       89.8800        279.4000            12.1160        
27660.5731          -15.6541       89.8800        281.8000            12.1030        
27660.5731          -15.6541       89.8800        283.7000            12.0990        
27660.5731          -15.6541       89.8800        285.6000            12.0950        
27660.5731          -15.6541       89.8800        287.4000            12.0660        
27660.5731          -15.6541       89.8800        289.3000            12.0260        
27660.5731          -15.6541       89.8800        291.2000            11.9080        
27660.5731          -15.6541       89.8800        293.2000            11.8550        
27660.5731          -15.6541       89.8800        295.1000            11.7900        
27660.5731          -15.6541       89.8800        297.1000            11.7670        
27660.5731          -15.6541       89.8800        299.1000            11.7600        
27660.5731          -15.6541       89.8800        301.1000            11.7240        
27660.5731          -15.6541       89.8800        303.1000            11.6840        
27660.5731          -15.6541       89.8800        305.0000            11.6600        
27660.5731          -15.6541       89.8800        307.0000            11.6220        
27660.5731          -15.6541       89.8800        309.0000            11.5810        
27660.5731          -15.6541       89.8800        310.9000            11.5110        
27660.5731          -15.6541       89.8800        313.4000            11.4390        
27660.5731          -15.6541       89.8800        315.9000            11.3520        
27660.5731          -15.6541       89.8800        317.8000            11.3140        
27660.5731          -15.6541       89.8800        319.8000            11.2840        
27660.5731          -15.6541       89.8800        321.7000            11.2100        
27660.5731          -15.6541       89.8800        323.6000            11.1600        
27660.5731          -15.6541       89.8800        325.5000            11.1260        
27660.5731          -15.6541       89.8800        327.3000            11.0780        
27660.5731          -15.6541       89.8800        329.2000            11.0390        
27660.5731          -15.6541       89.8800        331.1000            10.9910        
27660.5731          -15.6541       89.8800        333.4000            10.9450        
27660.5731          -15.6541       89.8800        335.7000            10.8690        
27660.5731          -15.6541       89.8800        337.5000            10.8470        
27660.5731          -15.6541       89.8800        339.4000            10.8060        
27660.5731          -15.6541       89.8800        341.2000            10.7700        
27660.5731          -15.6541       89.8800        343.5000            10.6560        
27660.5731          -15.6541       89.8800        345.7000            10.6080        
27660.5731          -15.6541       89.8800        347.5000            10.5940        
27660.5731          -15.6541       89.8800        349.3000            10.5830        
27660.5731          -15.6541       89.8800        351.1000            10.5360        
27660.5731          -15.6541       89.8800        353.4000            10.4970        
27660.5731          -15.6541       89.8800        355.7000            10.4910        
27660.5731          -15.6541       89.8800        357.5000            10.4840        
27660.5731          -15.6541       89.8800        359.3000            10.4740        
27660.5731          -15.6541       89.8800        361.2000            10.4160        
27660.5731          -15.6541       89.8800        363.1000            10.3660        
27660.5731          -15.6541       89.8800        365.0000            10.3290        
27660.5731          -15.6541       89.8800        367.4000            10.3010        
27660.5731          -15.6541       89.8800        369.9000            10.2590        
27660.5731          -15.6541       89.8800        371.8000            10.1850        
27660.5731          -15.6541       89.8800        373.8000            10.1490        
27660.5731          -15.6541       89.8800        375.8000            10.1250        
27660.5731          -15.6541       89.8800        377.8000            10.0910        
27660.5731          -15.6541       89.8800        379.8000            10.0620        
27660.5731          -15.6541       89.8800        381.8000            10.0220        
27660.5731          -15.6541       89.8800        383.4000            9.9710         
27660.5731          -15.6541       89.8800        385.0000            9.9210         
27660.5731          -15.6541       89.8800        387.1000            9.8830         
27660.5731          -15.6541       89.8800        389.2000            9.8460         
27660.5731          -15.6541       89.8800        391.3000            9.8050         
27660.5731          -15.6541       89.8800        393.5000            9.7280         
27660.5731          -15.6541       89.8800        395.7000            9.7220         
27660.5731          -15.6541       89.8800        397.5000            9.6960         
27660.5731          -15.6541       89.8800        399.1000            9.6800         
27660.5731          -15.6541       89.8800        401.3000            9.6650         
27660.5731          -15.6541       89.8800        403.5000            9.6450         
27660.5731          -15.6541       89.8800        405.8000            9.6270         
27660.5731          -15.6541       89.8800        407.5000            9.6120         
27660.5731          -15.6541       89.8800        409.2000            9.6020         
27660.5731          -15.6541       89.8800        411.5000            9.5630         
27660.5731          -15.6541       89.8800        413.7000            9.5250         
27660.5731          -15.6541       89.8800        415.4000            9.4740         
27660.5731          -15.6541       89.8800        417.1000            9.4690         
27660.5731          -15.6541       89.8800        419.4000            9.4490         
27660.5731          -15.6541       89.8800        421.7000            9.4030         
27660.5731          -15.6541       89.8800        423.4000            9.3790         
27660.5731          -15.6541       89.8800        425.1000            9.3700         
27660.5731          -15.6541       89.8800        427.4000            9.3520         
27660.5731          -15.6541       89.8800        429.7000            9.3200         
27660.5731          -15.6541       89.8800        431.4000            9.2980         
27660.5731          -15.6541       89.8800        433.0000            9.2930         
27660.5731          -15.6541       89.8800        435.3000            9.2680         
27660.5731          -15.6541       89.8800        437.5000            9.2300         
27660.5731          -15.6541       89.8800        439.8000            9.1840         
27660.5731          -15.6541       89.8800        441.5000            9.1490         
27660.5731          -15.6541       89.8800        443.1000            9.1280         
27660.5731          -15.6541       89.8800        445.4000            9.1020         
27660.5731          -15.6541       89.8800        447.6000            9.0740         
27660.5731          -15.6541       89.8800        449.8000            9.0500         
27660.5731          -15.6541       89.8800        451.5000            9.0460         
27660.5731          -15.6541       89.8800        453.1000            9.0430         
27660.5731          -15.6541       89.8800        455.2000            9.0290         
27660.5731          -15.6541       89.8800        457.5000            8.9930         
27660.5731          -15.6541       89.8800        459.6000            8.9690         
27660.5731          -15.6541       89.8800        461.8000            8.9460         
27660.5731          -15.6541       89.8800        463.5000            8.9070         
27660.5731          -15.6541       89.8800        465.0000            8.8900         
27660.5731          -15.6541       89.8800        467.2000            8.8850         
27660.5731          -15.6541       89.8800        469.3000            8.8840         
27660.5731          -15.6541       89.8800        471.4000            8.8770         
27660.5731          -15.6541       89.8800        473.6000            8.8540         
27660.5731          -15.6541       89.8800        475.7000            8.8010         
27660.5731          -15.6541       89.8800        477.9000            8.7550         
27660.5731          -15.6541       89.8800        479.5000            8.7440         
27660.5731          -15.6541       89.8800        481.1000            8.7290         
27660.5731          -15.6541       89.8800        483.2000            8.7120         
27660.5731          -15.6541       89.8800        485.4000            8.6970         
27660.5731          -15.6541       89.8800        487.5000            8.6750         
27660.5731          -15.6541       89.8800        489.7000            8.6650         
27660.5731          -15.6541       89.8800        491.8000            8.6570         
27660.5731          -15.6541       89.8800        493.4000            8.6400         
27660.5731          -15.6541       89.8800        495.0000            8.5990         
27660.5731          -15.6541       89.8800        497.3000            8.5640         
27660.5731          -15.6541       89.8800        499.3000            8.5370         
27660.5731          -15.6541       89.8800        501.4000            8.5220         
27660.5731          -15.6541       89.8800        503.4000            8.5180         
27660.5731          -15.6541       89.8800        505.5000            8.5120         
27660.5731          -15.6541       89.8800        507.6000            8.4610         
27660.5731          -15.6541       89.8800        509.3000            8.4300         
27660.5731          -15.6541       89.8800        511.4000            8.3880         
27660.5731          -15.6541       89.8800        513.6000            8.3530         
27660.5731          -15.6541       89.8800        515.3000            8.3450         
27660.5731          -15.6541       89.8800        517.4000            8.3260         
27660.5731          -15.6541       89.8800        519.6000            8.3040         
27660.5731          -15.6541       89.8800        521.3000            8.2850         
27660.5731          -15.6541       89.8800        523.1000            8.2820         
27660.5731          -15.6541       89.8800        525.3000            8.2700         
27660.5731          -15.6541       89.8800        527.5000            8.2380         
27660.5731          -15.6541       89.8800        529.3000            8.2240         
27660.5731          -15.6541       89.8800        531.1000            8.2050         
27660.5731          -15.6541       89.8800        533.4000            8.1690         
27660.5731          -15.6541       89.8800        535.6000            8.1110         
27660.5731          -15.6541       89.8800        537.4000            8.0740         
27660.5731          -15.6541       89.8800        539.3000            8.0680         
27660.5731          -15.6541       89.8800        541.2000            8.0450         
27660.5731          -15.6541       89.8800        543.5000            8.0270         
27660.5731          -15.6541       89.8800        545.8000            8.0090         
27660.5731          -15.6541       89.8800        547.7000            7.9920         
27660.5731          -15.6541       89.8800        549.6000            7.9870         
27660.5731          -15.6541       89.8800        551.5000            7.9690         
27660.5731          -15.6541       89.8800        553.5000            7.9550         
27660.5731          -15.6541       89.8800        555.4000            7.9370         
27660.5731          -15.6541       89.8800        557.4000            7.9200         
27660.5731          -15.6541       89.8800        559.4000            7.9030         
27660.5731          -15.6541       89.8800        561.4000            7.8890         
27660.5731          -15.6541       89.8800        563.3000            7.8680         
27660.5731          -15.6541       89.8800        565.3000            7.8610         
27660.5731          -15.6541       89.8800        567.3000            7.8610         
27660.5731          -15.6541       89.8800        569.3000            7.8590         
27660.5731          -15.6541       89.8800        571.3000            7.8400         
27660.5731          -15.6541       89.8800        573.4000            7.8000         
27660.5731          -15.6541       89.8800        575.4000            7.7880         
27660.5731          -15.6541       89.8800        577.5000            7.7840         
27660.5731          -15.6541       89.8800        579.5000            7.7840         
27660.5731          -15.6541       89.8800        581.5000            7.7820         
27660.5731          -15.6541       89.8800        583.5000            7.7560         
27660.5731          -15.6541       89.8800        585.5000            7.7300         
27660.5731          -15.6541       89.8800        587.5000            7.7100         
27660.5731          -15.6541       89.8800        589.6000            7.6750         
27660.5731          -15.6541       89.8800        591.6000            7.6720         
27660.5731          -15.6541       89.8800        593.7000            7.6570         
27660.5731          -15.6541       89.8800        595.7000            7.6430         
27660.5731          -15.6541       89.8800        597.7000            7.6220         
27660.5731          -15.6541       89.8800        599.8000            7.6160         
27660.5731          -15.6541       89.8800        601.8000            7.6090         
27660.5731          -15.6541       89.8800        603.8000            7.5770         
27660.5731          -15.6541       89.8800        605.9000            7.5490         
27660.5731          -15.6541       89.8800        607.5000            7.5430         
27660.5731          -15.6541       89.8800        609.0000            7.5330         
27660.5731          -15.6541       89.8800        611.1000            7.5140         
27660.5731          -15.6541       89.8800        613.1000            7.4970         
27660.5731          -15.6541       89.8800        615.2000            7.4890         
27660.5731          -15.6541       89.8800        617.4000            7.4830         
27660.5731          -15.6541       89.8800        619.4000            7.4810         
27660.5731          -15.6541       89.8800        621.5000            7.4630         
27660.5731          -15.6541       89.8800        623.6000            7.4440         
27660.5731          -15.6541       89.8800        625.7000            7.4370         
27660.5731          -15.6541       89.8800        627.4000            7.4250         
27660.5731          -15.6541       89.8800        629.0000            7.4170         
27660.5731          -15.6541       89.8800        631.1000            7.4050         
27660.5731          -15.6541       89.8800        633.2000            7.3890         
27660.5731          -15.6541       89.8800        635.4000            7.3740         
27660.5731          -15.6541       89.8800        637.4000            7.3600         
27660.5731          -15.6541       89.8800        639.5000            7.3370         
27660.5731          -15.6541       89.8800        641.6000            7.3130         
27660.5731          -15.6541       89.8800        643.7000            7.2910         
27660.5731          -15.6541       89.8800        645.8000            7.2700         
27660.5731          -15.6541       89.8800        647.4000            7.2660         
27660.5731          -15.6541       89.8800        649.0000            7.2620         
27660.5731          -15.6541       89.8800        651.1000            7.2540         
27660.5731          -15.6541       89.8800        653.2000            7.2360         
27660.5731          -15.6541       89.8800        655.2000            7.2210         
27660.5731          -15.6541       89.8800        657.4000            7.2120         
27660.5731          -15.6541       89.8800        659.5000            7.2000         
27660.5731          -15.6541       89.8800        661.6000            7.1870         
27660.5731          -15.6541       89.8800        663.6000            7.1730         
27660.5731          -15.6541       89.8800        665.7000            7.1590         
27660.5731          -15.6541       89.8800        667.7000            7.1500         
27660.5731          -15.6541       89.8800        669.8000            7.1300         
27660.5731          -15.6541       89.8800        671.8000            7.1090         
27660.5731          -15.6541       89.8800        673.4000            7.0990         
27660.5731          -15.6541       89.8800        675.0000            7.0840         
27660.5731          -15.6541       89.8800        677.0000            7.0690         
27660.5731          -15.6541       89.8800        679.1000            7.0520         
27660.5731          -15.6541       89.8800        681.1000            7.0370         
27660.5731          -15.6541       89.8800        683.2000            7.0190         
27660.5731          -15.6541       89.8800        685.3000            7.0090         
27660.5731          -15.6541       89.8800        687.4000            7.0060         
27660.5731          -15.6541       89.8800        689.5000            7.0060         
27660.5731          -15.6541       89.8800        691.6000            7.0110         
27660.5731          -15.6541       89.8800        693.7000            7.0100         
27660.5731          -15.6541       89.8800        695.8000            7.0100         
27660.5731          -15.6541       89.8800        697.9000            7.0150         
27660.5731          -15.6541       89.8800        699.5000            7.0130         
27660.5731          -15.6541       89.8800        701.0000            6.9960         
27660.5731          -15.6541       89.8800        703.1000            6.9460         
27660.5731          -15.6541       89.8800        705.2000            6.9380         
27660.5731          -15.6541       89.8800        707.3000            6.9350         
27660.5731          -15.6541       89.8800        709.4000            6.8860         
27660.5731          -15.6541       89.8800        711.5000            6.8840         
27660.5731          -15.6541       89.8800        713.7000            6.8790         
27660.5731          -15.6541       89.8800        715.8000            6.8720         
27660.5731          -15.6541       89.8800        717.9000            6.8710         
27660.5731          -15.6541       89.8800        719.5000            6.8640         
27660.5731          -15.6541       89.8800        721.0000            6.8600         
27660.5731          -15.6541       89.8800        723.3000            6.8480         
27660.5731          -15.6541       89.8800        725.3000            6.8420         
27660.5731          -15.6541       89.8800        727.3000            6.8380         
27660.5731          -15.6541       89.8800        729.3000            6.8310         
27660.5731          -15.6541       89.8800        731.3000            6.8150         
27660.5731          -15.6541       89.8800        733.4000            6.7980         
27660.5731          -15.6541       89.8800        735.4000            6.7810         
27660.5731          -15.6541       89.8800        737.5000            6.7680         
27660.5731          -15.6541       89.8800        739.2000            6.7630         
27660.5731          -15.6541       89.8800        741.3000            6.7510         
27660.5731          -15.6541       89.8800        743.3000            6.7410         
27660.5731          -15.6541       89.8800        745.4000            6.7370         
27660.5731          -15.6541       89.8800        747.4000            6.7260         
27660.5731          -15.6541       89.8800        749.5000            6.7080         
27660.5731          -15.6541       89.8800        751.6000            6.6820         
27660.5731          -15.6541       89.8800        753.3000            6.6800         
27660.5731          -15.6541       89.8800        755.5000            6.6540         
27660.5731          -15.6541       89.8800        757.6000            6.6360         
27660.5731          -15.6541       89.8800        759.3000            6.6220         
27660.5731          -15.6541       89.8800        761.1000            6.5870         
27660.5731          -15.6541       89.8800        763.3000            6.5590         
27660.5731          -15.6541       89.8800        765.5000            6.5310         
27660.5731          -15.6541       89.8800        767.3000            6.5070         
27660.5731          -15.6541       89.8800        769.2000            6.5030         
27660.5731          -15.6541       89.8800        771.5000            6.4940         
27660.5731          -15.6541       89.8800        773.7000            6.4840         
27660.5731          -15.6541       89.8800        775.6000            6.4600         
27660.5731          -15.6541       89.8800        777.4000            6.4480         
27660.5731          -15.6541       89.8800        779.2000            6.4210         
27660.5731          -15.6541       89.8800        781.0000            6.4030         
27660.5731          -15.6541       89.8800        783.4000            6.3890         
27660.5731          -15.6541       89.8800        785.7000            6.3620         
27660.5731          -15.6541       89.8800        787.6000            6.3510         
27660.5731          -15.6541       89.8800        789.6000            6.3430         
